id,start,end,duration,peak-time,peak-reflect_max,peak-reflect_avg,peak-area,peak-area_px,peak_lat,peak_lon,min-speed,avg-speed,max-speed,min-area,avg-area,max-area,pmed_med,pmax_med,delta-reflect,num_eventos_simult,threshold,vertices,edges,cluster_coef,avg_degree,diameter,shortpath_mean,avg_betweeness,num_components,giant_component_v,giant_component_e,singletons
ea01f11e-ba78-4e75-99cb-6df64efc7b5e,2019-02-28 10:00:00,2019-02-28 11:40:00,1.6666666,2019-02-28 10:30:00,37.02,29.26506,94.029495,85,-23.589674,-46.314556,7.9163833,9.759488582611084,11.633401,18.805899,74.48610973358154,120.58,26.32,32.36,6.05,4,0.7000000000000002,323,5301,0.9461622536366081,32.823529411764675,12,3.180579353180553,252.1640866873066,9,233,4555,1
af4c4a34-376c-4be0-8664-09095a0ff876,2019-02-05 12:00:00,2019-02-05 14:20:00,2.3333333,2019-02-05 13:20:00,37.02,24.76605,388.2865,351,-23.944944,-46.148537,2.228156,5.896000757813454,14.508766,34.29311,131.9869887828827,388.29,23.13,28.20,5.06,2,0.5,110,693,0.9963636363636363,12.599999999999998,2,1.0545454545454545,0.43636363636363634,9,21,210,0
dac0ea8d-db0a-4660-a838-2b9cd430e3ac,2019-03-04 23:10:00,2019-03-05 00:50:00,1.6666666,2019-03-04 23:50:00,37.40,28.459763,111.729164,101,-23.162455,-46.589436,0.80648756,4.426276624202728,11.241474,14.380981,75.50015385945638,159.30,26.13,31.80,5.67,12,0.5,89,618,0.9769159710802038,13.887640449438205,4,1.4685912857524717,9.089887640449438,8,44,389,2
cf0deee4-8c73-42d0-a53a-8bd0fa71b093,2019-03-20 14:10:00,2019-03-20 16:00:00,1.8333334,2019-03-20 14:50:00,37.53,28.517838,98.454414,89,-23.682306,-45.666386,0.20760062,3.780417637183116,9.929935,24.337046,81.94606751662035,132.75,25.48,31.35,5.87,9,0.5700000000000001,262,4091,0.9512535301929756,31.229007633587806,10,3.9070610687022898,348.84732824427505,3,241,3949,0
68892598-e8ce-40b5-81c7-ff93d1870d74,2019-02-05 11:50:00,2019-02-05 13:30:00,2,2019-02-05 13:10:00,37.77,27.314644,1013.3061,916,-23.117722,-45.74183,0.12399094,8.762980541045016,18.913937,140.49113,403.77371631969106,"1,025.47",25.27,31.48,6.20,3,0.5,94,605,1.0,12.872340425531917,1,1.0,0.0,8,21,210,0
f2836c42-c4e3-41c5-8273-7bbce75dbc7e,2019-03-20 09:20:00,2019-03-20 11:40:00,2.3333333,2019-03-20 09:40:00,38.02,28.51833,32.08065,29,-23.79461,-45.977234,1.2067409,3.1681092008948326,8.741577,5.531147,50.6791330575943,175.89,26.16,32.62,6.47,4,0.6500000000000001,275,3273,0.95494668722447,23.803636363636368,13,4.6204006163328195,427.2072727272732,5,237,3022,0
03d803b9-c46e-4dfb-868a-46b445018c0b,2019-03-20 12:40:00,2019-03-20 14:40:00,2,2019-03-20 13:20:00,38.03,26.522678,119.47277,108,-23.784723,-45.832787,1.601832,4.787263597760882,10.011489,9.956064,59.26228673117502,150.45,24.58,30.11,5.53,9,0.54,227,2533,0.9677813626205125,22.31718061674009,10,2.9249786310737065,127.41409691629953,7,135,1889,0
fed8b2a0-fec6-40e4-ad63-ba079b012a96,2019-03-01 02:40:00,2019-03-01 04:40:00,2,2019-03-01 03:40:00,38.28,29.062002,42.036716,38,-23.83819,-46.464787,0.9970786,2.249128277812685,3.641965,14.380981,44.32819012233189,70.80,25.63,31.10,5.47,2,0.7900000000000003,2618,197659,0.8824366470673983,151.00000000000082,24,3.060658942275087,1417.183728036669,64,1395,85150,34
23669e55-c148-479b-9924-764f32d88c5d,2019-03-20 15:10:00,2019-03-20 16:50:00,1.6666666,2019-03-20 15:40:00,38.53,28.973629,225.67079,204,-23.782265,-46.36532,0.32833913,2.4017621551950774,5.1490135,46.46163,125.09610303243001,225.67,26.38,33.57,7.19,9,0.5,240,3781,0.9863741525908971,31.508333333333322,8,1.7592635479388599,45.250000000000014,6,128,2627,0
88c5dcca-623b-4502-a410-74e4a9223cc4,2019-01-06 00:50:00,2019-01-06 03:30:00,2.6666667,2019-01-06 01:50:00,38.65,29.249426,152.65965,138,-23.523516,-46.704094,0.16591609,3.020184248685837,7.0092945,14.380981,101.77310117085774,237.84,25.93,32.03,6.10,15,0.6900000000000002,424,5736,0.8849343085649507,27.05660377358489,16,5.164567568275233,750.2311320754711,11,363,5388,2
3e421925-1c46-453a-8ee6-0a5c07fe236e,2019-02-28 22:40:00,2019-03-01 00:20:00,1.6666666,2019-02-28 23:30:00,38.65,29.895107,234.52063,212,-23.186918,-46.078274,1.9853878,12.985643227895102,40.647892,13.274753,335.64842398961383,"1,087.42",26.23,34.11,7.88,5,0.7100000000000002,1455,85660,0.8738380800026638,117.74570446735405,18,4.011075692736005,1971.3367697594554,10,1314,83031,4
